****************************************************************
*       Calculation started on: Fri May 31 10:40:21 2024       *
****************************************************************
Timestep     Number of nodes      Mean crossing time     Crossed probability
     369               68840     64.6832056763056755      0.9486319581187191
     370               69217     64.7325240472739267      0.9487654042539168
     371               69584     64.8027029532914014      0.9489547482146009
     372               69963     64.8517312542479942      0.9490866956604548
     373               70332     64.9213513886118392      0.9492735242898210
     374               70713     64.9700928190895013      0.9494039976526890
     375               71084     65.0391622258736959      0.9495883592679210
     376               71467     65.0876199375263980      0.9497173826336937
     377               71840     65.1561465052742790      0.9498993243695940
     378               72225     65.2043236027086834      0.9500269213169238
     379               72600     65.2723150680181732      0.9502064891603518
     380               72987     65.3202146096099057      0.9503326827734909
     381               73364     65.3876785606258011      0.9505099215966627
     382               73753     65.4353035593211132      0.9506347344779232
     383               74132     65.5022474391390404      0.9508096880706013
     384               74523     65.5496008632435689      0.9509331423524684
     385               74904     65.6160319732246364      0.9511058534530864
     386               75297     65.6631167471765878      0.9512279708099619
     387               75680     65.7290422501795604      0.9513984811357309
     388               76075     65.7758612553099340      0.9515192827953530
     389               76460     65.8412881788386528      0.9516876330713776
     390               76857     65.8878442541184484      0.9518071398259064
     391               77244     65.9527794933900111      0.9519733698133427
     392               77643     65.9990754361629968      0.9520916020301294
     393               78032     66.0635257570980059      0.9522557505534465
     394               78433     66.1095643238009814      0.9523727281854980
     395               78824     66.1735363659373377      0.9525348331588334
     396               79227     66.2193202728069821      0.9526505757549714
     397               79620     66.2828205521397820      0.9528106742076544
     398               80025     66.3283524759070531      0.9529252009224000
     399               80420     66.3913873876576019      0.9530833290236428
     400               80827     66.4366699662292319      0.9531966586268114
     401               81224     66.4992457875427192      0.9533528517096163
     402               81633     66.5442816206703185      0.9534650025956467
     403               82032     66.6064045132460194      0.9536192951799446
     404               82443     66.6511961631837551      0.9537302853769644
     405               82844     66.7128721758386121      0.9538827111920306
     406               83257     66.7574221679874711      0.9539925583706713
     407               83660     66.8186572391575453      0.9541431503768062
     408               84075     66.8629680626989682      0.9542518718587741
     409               84480     66.9237680228744409      0.9544006622683375
     410               84897     66.9678421313916203      0.9545082750347452
     411               85304     67.0282127054945533      0.9546552953324933
     412               85723     67.0720525175820228      0.9547618160319588
     413               86132     67.1319993272819886      0.9549070969947694
     414               86553     67.1756072271460027      0.9550125419512890
     415               86964     67.2351357931205769      0.9551561136672627
     416               87387     67.2785141311651671      0.9552604988878909
     417               87800     67.3376298753017011      0.9554023907748589
     418               88225     67.3807809687077395      0.9555057319571393
     419               88640     67.4394892162527810      0.9556459727805983
     420               89067     67.4824153495420944      0.9557482853198226
     421               89484     67.5407213311961812      0.9558869032103251
     422               89913     67.5834247567884461      0.9559882022065936
     423               90332     67.6413336107496264      0.9561252246765933
     424               90763     67.6838165495079522      0.9562255249416592
